Code,Description,Category,Source
P0530,A/C Refrigerant Pressure Se nsor Circuit Malfunction,Powertrain,OBD-II Standard
P0531,A/C Refrigerant Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0532,A/C Refrigerant Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard
P0533,A/C Refrigerant Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard
P0534,Air Conditioner Refrigerant Charge L oss,Powertrain,OBD-II Standard
P0535, A/C Evaporator Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0536, A/C Evaporator Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0537, A/C Evaporator Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0538, A/C Evaporator Temperature Sensor Circuit High,Powertrain,OBD-II Standard
P0539, A/C Evaporator Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0540, Intake Air Heater A Circuit,Powertrain,OBD-II Standard
P0541, Intake Air Heater A Circuit Low,Powertrain,OBD-II Standard
P0542, Intake Air Heater A Circuit High,Powertrain,OBD-II Standard
P0543, Intake Air Heater A Circuit Open,Powertrain,OBD-II Standard
P0544, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0545, Exhaust Gas Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0546, Exhaust Gas Temperature Sensor Circuit High,Powertrain,OBD-II Standard
P0547, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0548, Exhaust Gas Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0549, Exhaust Gas Temperature S ensor Circuit High,Powertrain,OBD-II Standard
P0550,Power Steering Pressure Sensor Circuit Malfunction,Powertrain,OBD-II Standard
P0551,Power Steering Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0552,Power Steering Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard
P0553,Power Steering Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard
P0554,Power Steering Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0555, Brake Booster Pressure Sensor Circuit,Powertrain,OBD-II Standard
P0556, Brake Booster Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0557, Brake Booster Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard
P0558, Brake Booster Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard
P0559, Brake Booster Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0560,System Voltage Malfunction,Powertrain,OBD-II Standard
P0561,System Voltage Unstable,Powertrain,OBD-II Standard
P0562,System Voltage Low,Powertrain,OBD-II Standard
P0563,System Voltage High,Powertrain,OBD-II Standard
P0564, Cruise Control Multi -Function Input A Ci rcuit,Powertrain,OBD-II Standard
P0565,Cruise Control On Signal Malfunction,Powertrain,OBD-II Standard
P0566,Cruise Control Off Signal Malfunction,Powertrain,OBD-II Standard
P0567,Cruise Control Resume Signal Malfunction,Powertrain,OBD-II Standard
P0568,Cruise Control Set Signal Malfunction,Powertrain,OBD-II Standard
P0569,Cruise Control Coast Signal Malfunction,Powertrain,OBD-II Standard
P0570,Cruise Control Accel Signal Malfunc tion,Powertrain,OBD-II Standard
P0571,Cruise Control/Brake Switch A Circuit Malfunction,Powertrain,OBD-II Standard
P0572,Cruise Control/Brake Switch A Circuit Low,Powertrain,OBD-II Standard
P0573,Cruise Control/Brake Switch A Circuit High,Powertrain,OBD-II Standard
P0574,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0575,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0576,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0577, Cruise Control Input Circuit High,Powertrain,OBD-II Standard
P0578,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0579,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0580,Cruise Control Related Malfunction,Powertrain,OBD-II Standard
P0581, Cruise Control Multi -Function Input A Circuit High,Powertrain,OBD-II Standard
P0582, Cruise Control Va cuum Control Circuit/Open,Powertrain,OBD-II Standard
P0583, Cruise Control Vacuum Control Circuit Low,Powertrain,OBD-II Standard
P0584, Cruise Control Vacuum Control Circuit High,Powertrain,OBD-II Standard
P0585, Cruise Control Multi -Function Input A/B Correlation,Powertrain,OBD-II Standard
P0586, Cruise Control Vent Control Circuit/Open,Powertrain,OBD-II Standard
P0587, Cruise Contro l Vent Control Circuit Low,Powertrain,OBD-II Standard
P0588, Cruise Control Vent Control Circuit High,Powertrain,OBD-II Standard
P0589, Cruise Control Multi -Function Input B Circuit,Powertrain,OBD-II Standard
P0590, Cruise Control Multi -Function Input B Circuit Stuck,Powertrain,OBD-II Standard
P0591, Cruise Control Multi -Function Input B Circuit Range/Perf ormance,Powertrain,OBD-II Standard
P0592, Cruise Control Multi -Function Input B Circuit Low,Powertrain,OBD-II Standard
P0593, Cruise Control Multi -Function Input B Circuit High,Powertrain,OBD-II Standard
P0594, Cruise Control Servo Control Circuit/Open,Powertrain,OBD-II Standard
P0595, Cruise Control Servo Control Circuit Low,Powertrain,OBD-II Standard
P0596, Cruise Control Servo Cont rol Circuit High,Powertrain,OBD-II Standard
P0597, Thermostat Heater Control Circuit/Open,Powertrain,OBD-II Standard
P0598, Thermostat Heater Control Circuit Low,Powertrain,OBD-II Standard
P0599, Thermostat Heater Control Circuit High,Powertrain,OBD-II Standard
P0600,Serial Communication Link Ma lfunction,Powertrain,OBD-II Standard
P0601,Control Module Read Only Memory(ROM),Powertrain,OBD-II Standard
P0602,Control Module Programming Error,Powertrain,OBD-II Standard
P0603,Internal Control Module Keep Alive Memory (KAM) Error,Powertrain,OBD-II Standard
P0604,Internal Control Module Random Access Memory (RAM) Error,Powertrain,OBD-II Standard
P0605,Internal Control Mod ule Read Only Memory (ROM) Error,Powertrain,OBD-II Standard
P0606,PCM Processor Fault,Powertrain,OBD-II Standard
P0607, Control Module  Performance,Powertrain,OBD-II Standard
P0608,Control Module VSS Output A Malfunction,Powertrain,OBD-II Standard
P0609,Control Module VSS Output B Malfunction,Powertrain,OBD-II Standard
P0610, Control Module Vehicle Options Error,Powertrain,OBD-II Standard
P0611, Fuel Injector Control Module Performance,Powertrain,OBD-II Standard
P0612, Fuel Injector Control Module Relay Control,Powertrain,OBD-II Standard
P0613, TCM Processor,Powertrain,OBD-II Standard
P0614, ECM / TCM Incompatible,Powertrain,OBD-II Standard
P0615, Starter Relay Circuit,Powertrain,OBD-II Standard
P0616, Starter Relay Circuit Low,Powertrain,OBD-II Standard
P0617, Starter Relay Circuit High,Powertrain,OBD-II Standard
P0618, Alternative Fuel Control Module KAM Error,Powertrain,OBD-II Standard
P0619, Alternative Fuel Control Module RAM/ROM Error,Powertrain,OBD-II Standard
P0620,Generator Control Circuit Malfunction,Powertrain,OBD-II Standard
P0621,Generator Lamp L Control Circuit M alfunction,Powertrain,OBD-II Standard
P0622,Generator Field F Control Circuit Malfunction,Powertrain,OBD-II Standard
P0623, Generator Lamp Control Circuit,Powertrain,OBD-II Standard
P0624, Fuel Cap Lamp Control Circuit,Powertrain,OBD-II Standard
P0625, Generator Field/F Terminal Circuit Low,Powertrain,OBD-II Standard
P0626, Generator Field/F Terminal Circuit High,Powertrain,OBD-II Standard
P0627, Fuel Pump A Control Circuit /Open,Powertrain,OBD-II Standard
P0628, Fuel Pump A Control Circuit Low,Powertrain,OBD-II Standard
P0629, Fuel Pump A Control Circuit High,Powertrain,OBD-II Standard
P0630, VIN Not Programmed or Incompatible - ECM/PCM,Powertrain,OBD-II Standard
P0631, VIN Not Programmed or Incompatible - TCM,Powertrain,OBD-II Standard
P0632, Odometer Not Programmed - ECM /PCM,Powertrain,OBD-II Standard
P0633, Immobilizer Key Not Programmed - ECM/PCM,Powertrain,OBD-II Standard
P0634, PCM/ECM/TCM Internal Temperature Too High,Powertrain,OBD-II Standard
P0635, Power Steering Control Circuit,Powertrain,OBD-II Standard
P0636, Power Steering Control Circuit Low,Powertrain,OBD-II Standard
P0637, Power Steering Control Circuit High,Powertrain,OBD-II Standard
P0638, Throttle Actuator Contro l Range/Performance,Powertrain,OBD-II Standard
P0639, Throttle Actuator Control Range/Performance,Powertrain,OBD-II Standard
P0640, Intake Air Heater Control Circuit,Powertrain,OBD-II Standard
P0641, Sensor Reference Voltage A Circuit/Open,Powertrain,OBD-II Standard
P0642, Sensor Reference Voltage A Circuit Low,Powertrain,OBD-II Standard
P0643, Sensor Reference Voltage A Circuit Hig h,Powertrain,OBD-II Standard
P0644, Driver Display Serial Communication Circuit,Powertrain,OBD-II Standard
P0645, A/C Clutch Relay Control Circuit,Powertrain,OBD-II Standard
P0646, A/C Clutch Relay Control Circuit Low,Powertrain,OBD-II Standard
P0647, A/C Clutch Relay Control Circuit High,Powertrain,OBD-II Standard
P0648, Immobilizer Lamp Control Circuit,Powertrain,OBD-II Standard
P0649, Speed Control Lamp Control Circuit,Powertrain,OBD-II Standard
P0650,Malfunction Indicator Lamp (MIL) Control Circuit Malfunction,Powertrain,OBD-II Standard
P0651, Sensor Reference Voltage B Circuit/Open,Powertrain,OBD-II Standard
P0652, Sensor Reference Voltage B Circuit Low,Powertrain,OBD-II Standard
P0653, Sensor Reference Voltage B Circuit High,Powertrain,OBD-II Standard
P0654,Engine RPM Output Circuit Malfunction,Powertrain,OBD-II Standard
P0655,Engine Hot Lamp Output Control Circuit Malfucntion,Powertrain,OBD-II Standard
P0656,Fuel Level Output Circuit Malfunction,Powertrain,OBD-II Standard
P0657, Actuator Supply Voltage A Circuit/Open,Powertrain,OBD-II Standard
P0658, Actuator Supply Voltage A Circuit Low,Powertrain,OBD-II Standard
P0659, Actuator Supply Voltage A Circuit High,Powertrain,OBD-II Standard
P0660, Intake Manifold Tuning Valve Control Cir cuit/Open,Powertrain,OBD-II Standard
P0661, Intake Manifold Tuning Valve Control Circuit Low,Powertrain,OBD-II Standard
P0662, Intake Manifold Tuning Valve Control Circuit High,Powertrain,OBD-II Standard
P0663, Intake Manifold Tuning Valve Control Circuit/Open,Powertrain,OBD-II Standard
P0664, Intake Manifold Tuning Valve Control Circuit Low,Powertrain,OBD-II Standard
P0665, Intake Manifo ld Tuning Valve Control Circuit High,Powertrain,OBD-II Standard
P0666, PCM/ECM/TCM Internal Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0667, PCM/ECM/TCM Internal Temperature Sensor Range/Performance,Powertrain,OBD-II Standard
P0668, PCM/ECM/TCM Internal Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0669, PCM/ECM/TCM Internal Temperature Sensor Circuit High,Powertrain,OBD-II Standard
P0670, Glow Plug Module Control Circuit,Powertrain,OBD-II Standard
P0671, Cylinder 1 Glow Plug Circuit,Powertrain,OBD-II Standard
P0672, Cylinder 2 Glow Plug Circuit,Powertrain,OBD-II Standard
P0673, Cylinder 3 Glow Plug Circuit,Powertrain,OBD-II Standard
P0674, Cylinder 4 Glow Plug Circuit,Powertrain,OBD-II Standard
P0675, Cylinder 5 Glow Plug Circuit,Powertrain,OBD-II Standard
P0676, Cylinder 6 Glow Plug Circuit,Powertrain,OBD-II Standard
P0677, Cylinder 7 Glow Plug Circuit,Powertrain,OBD-II Standard
P0678, Cylinder 8 Glow Plug Circuit,Powertrain,OBD-II Standard
P0679, Cylinder 9 Glow Plug Circuit,Powertrain,OBD-II Standard
P0680, Cylinder 10 Glow Plug Circuit,Powertrain,OBD-II Standard
P0681, Cylinder 11 Glow Plug Circuit,Powertrain,OBD-II Standard
P0682, Cylinder 12 Glow Plug Circuit,Powertrain,OBD-II Standard
P0683, Glow Plug Control Module to PCM Communication Circuit,Powertrain,OBD-II Standard
P0684, Glow Plug Control Module to PCM Communication Circuit Range/Performance,Powertrain,OBD-II Standard
P0685, ECM/PCM Power Relay Control Circuit /Open,Powertrain,OBD-II Standard
P0686, ECM/PCM Power Relay Control Circuit Low,Powertrain,OBD-II Standard
P0687, ECM/PCM Power Relay Control Ci rcuit High,Powertrain,OBD-II Standard
P0688, ECM/PCM Power Relay Sense Circuit /Open,Powertrain,OBD-II Standard
P0689, ECM/PCM Power Relay Sense Circuit Low,Powertrain,OBD-II Standard
P0690, ECM/PCM Power Relay Sense Circuit High,Powertrain,OBD-II Standard
P0691, Fan 1 Control Circuit Low,Powertrain,OBD-II Standard
P0692, Fan 1 Control Circuit High,Powertrain,OBD-II Standard
P0693, Fan 2 Control Circuit Low,Powertrain,OBD-II Standard
P0694, Fan 2 Control Circuit High,Powertrain,OBD-II Standard
P0695, Fan 3 Control Circuit Low,Powertrain,OBD-II Standard
P0696, Fan 3 Control Circuit High,Powertrain,OBD-II Standard
P0697, Sensor Reference Voltage C Circuit/Open,Powertrain,OBD-II Standard
P0698, Sensor Reference Voltage C Circuit Low,Powertrain,OBD-II Standard
P0699, Sensor Reference Voltage C Circuit High,Powertrain,OBD-II Standard
P0700,Transmission Control System Malfunction,Powertrain,OBD-II Standard
P0701,Transmission Control System Range/Performance,Powertrain,OBD-II Standard
P0702,Transmission Control System Electrical,Powertrain,OBD-II Standard
P0703,Torque Converter/Brake Switch B Circuit Malfunction,Powertrain,OBD-II Standard
P0704,Clutch Switch Input Circuit Malfunction,Powertrain,OBD-II Standard
P0705,Transmission Range Sensor Circuit malfunction (PRNDL Input),Powertrain,OBD-II Standard
P0706,Transmission Range Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0707,Transmission Range Sensor Circuit Low Input,Powertrain,OBD-II Standard
P0708,Transmission Range Sen sor Circuit High Input,Powertrain,OBD-II Standard
P0709,Transmission Range Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0710,Transmission Fluid Temperature Sensor Circuit Malfunction,Powertrain,OBD-II Standard
P0711,Transmission Fluid Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0712,Transmission Fluid Temperatu re Sensor Circuit Low Input,Powertrain,OBD-II Standard
P0713,Transmission Fluid Temperature Sensor Circuit High Input,Powertrain,OBD-II Standard
P0714,Transmission Fluid Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0715,Input/Turbine Speed Sensor Circuit Malfunction,Powertrain,OBD-II Standard
P0716,Input/Turbine Speed Sensor Ci rcuit Range/Performance,Powertrain,OBD-II Standard
P0717,Input/Turbine Speed Sensor Circuit No Signal,Powertrain,OBD-II Standard
P0718,Input/Turbine Speed Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0719,Torque Converter/Brake Switch B Circuit Low,Powertrain,OBD-II Standard
P0720,Output Speed Sensor Circuit Malfunction,Powertrain,OBD-II Standard
P0721,Output Spe ed Sensor Range/Performance,Powertrain,OBD-II Standard
P0722,Output Speed Sensor No Signal,Powertrain,OBD-II Standard
P0723,Output Speed Sensor Intermittent,Powertrain,OBD-II Standard
P0724,Torque Converter/Brake Switch B Circuit High,Powertrain,OBD-II Standard
P0725,Engine Speed input Circuit Malfunction,Powertrain,OBD-II Standard
P0726,Engine Speed Input Circuit Range/Per formance,Powertrain,OBD-II Standard
P0727,Engine Speed Input Circuit No Signal,Powertrain,OBD-II Standard
P0728,Engine Speed Input Circuit Intermittent,Powertrain,OBD-II Standard
P0729, Gear 6 Incorrect Ratio,Powertrain,OBD-II Standard
P0730,Incorrect Gear Ratio,Powertrain,OBD-II Standard
P0731,Gear 1 Incorrect ratio,Powertrain,OBD-II Standard
P0732,Gear 2 Incorrect ratio,Powertrain,OBD-II Standard
P0733,Gear 3 Incorrect ratio,Powertrain,OBD-II Standard
P0734,Gear 4 Incorrect ratio,Powertrain,OBD-II Standard
P0735,Gear 5 Incorrect ratio,Powertrain,OBD-II Standard
P0736,Reverse incorrect gear ratio,Powertrain,OBD-II Standard
P0737, TCM Engine Speed Output Circuit,Powertrain,OBD-II Standard
P0738, TCM Engine Speed Output Circuit Low,Powertrain,OBD-II Standard
P0739, TCM Engine Speed Output Circuit High,Powertrain,OBD-II Standard
P0740,Torque Converter Clutch Circuit Malfuction,Powertrain,OBD-II Standard
P0741,Torque Converter Clutch Circuit Performance or Stuck Off,Powertrain,OBD-II Standard
P0742,Torque Converter Clutch Circuit Stuck On,Powertrain,OBD-II Standard
P0743,Torque Converter Clutch Circuit Electrical,Powertrain,OBD-II Standard
P0744,Torque Converter Clutch Circuit Intermittent,Powertrain,OBD-II Standard
P0745,Pressure Control Solenoid Malfunction,Powertrain,OBD-II Standard
P0746,Pressure Control Solenoid Performance or Stuck Off,Powertrain,OBD-II Standard
P0747,Pressure Control Solenoid Stuck On,Powertrain,OBD-II Standard
P0748,Pressure Control Solenoid Electrical,Powertrain,OBD-II Standard
P0749,Pressure Control Solenoid Intermittent,Powertrain,OBD-II Standard
P0750,Shift Solenoid A Malfunction,Powertrain,OBD-II Standard
P0751,Shift Solenoid A Performance or Stuck Off/1 -2 Shift Solenoid,Powertrain,OBD-II Standard
P0752,Shift Solenoid A Stuck On,Powertrain,OBD-II Standard
P0753,Shift Solenoid A Electrical/1 -2 Shift Solenoid Circuit Electrical,Powertrain,OBD-II Standard
P0754,Shift Solenoid A Intermittent,Powertrain,OBD-II Standard
P0755,Shift Solenoid B Malfunction,Powertrain,OBD-II Standard
P0756,Shift Solenoid B Performance or Stuck Off/2 -3 Shift Solenoid,Powertrain,OBD-II Standard
P0757,Shift Solenoid B St uck On,Powertrain,OBD-II Standard
P0758,Shift Solenoid B Electrical/2 -3 Shift Solenoid Circuit Electrical,Powertrain,OBD-II Standard
P0759,Shift Solenoid B Intermittent,Powertrain,OBD-II Standard
P0760,Shift Solenoid C Malfunction,Powertrain,OBD-II Standard
P0761,Shift Solenoid C Performance or Stuck Off,Powertrain,OBD-II Standard
P0762,Shift Solenoid C Stuck On,Powertrain,OBD-II Standard
P0763,Shift Solenoid C Electrical,Powertrain,OBD-II Standard
P0764,Shift Solenoid C Intermittent,Powertrain,OBD-II Standard
P0765,Shift Solenoid D Malfunction,Powertrain,OBD-II Standard
P0766,Shift Solenoid D Performance or Stuck Off,Powertrain,OBD-II Standard
P0767,Shift Solenoid D Stuck On,Powertrain,OBD-II Standard
P0768,Shift Solenoid D Electrical,Powertrain,OBD-II Standard
P0769,Shift Solenoid D Inte rmittent,Powertrain,OBD-II Standard
P0770,Shift Solenoid E Malfunction,Powertrain,OBD-II Standard
P0771,Shift Solenoid E Performance or Stuck Off,Powertrain,OBD-II Standard
P0772,Shift Solenoid E Stuck On,Powertrain,OBD-II Standard
P0773,Shift Solenoid E Electrical,Powertrain,OBD-II Standard
P0774,Shift Solenoid E Intermittent,Powertrain,OBD-II Standard
P0775,Pressure Control Solenoid B Malfunctio n,Powertrain,OBD-II Standard
P0776,Pressure Control Solenoid B Performance,Powertrain,OBD-II Standard
P0777,Pressure Control Solenoid B Stuck On,Powertrain,OBD-II Standard
P0778,Pressure Control Solenoid B Electrical,Powertrain,OBD-II Standard
P0779,Pressure Control Solenoid B Intermittent,Powertrain,OBD-II Standard
P0780,Shift Malfunction,Powertrain,OBD-II Standard
P0781,1-2 Shift Malfunction,Powertrain,OBD-II Standard
P0782,2-3 Shift Malfunction,Powertrain,OBD-II Standard
P0783,3-4 Shift Malfunction,Powertrain,OBD-II Standard
P0784,4-5 Shift Malfunction,Powertrain,OBD-II Standard
P0785,Shift/Timing Solenoid Malfunction/ 3 -2 Shift Solenoid Circuit,Powertrain,OBD-II Standard
P0786,Shift/Timing Solenoid Range/Performance,Powertrain,OBD-II Standard
P0787,Shift/Timing Solenoid Low,Powertrain,OBD-II Standard
P0788,Shift/Timing Solenoid High,Powertrain,OBD-II Standard
P0789,Shift/Timing Solenoid Intermittent,Powertrain,OBD-II Standard
P0790,Normal/Performance Switch Circuit Malfunction,Powertrain,OBD-II Standard
P0791, Intermed iate Shaft Speed Sensor A Circuit,Powertrain,OBD-II Standard
P0792, Intermediate Shaft Speed Sensor A Circuit Range/Performance,Powertrain,OBD-II Standard
P0793, Intermediate Shaft Speed Sensor A Circuit No Signal,Powertrain,OBD-II Standard
P0794, Intermediate Shaft Speed Sensor A Circuit Intermittent,Powertrain,OBD-II Standard
P0795, Pressure Control So lenoid C,Powertrain,OBD-II Standard
P0796, Pressure Control Solenoid C Performance or Stuck off,Powertrain,OBD-II Standard
P0797, Pressure Control Solenoid C Stuck On,Powertrain,OBD-II Standard
P0798, Pressure Control Solenoid C Electrical,Powertrain,OBD-II Standard
P0799, Pressure Control Solenoid C Intermittent,Powertrain,OBD-II Standard
P0800, Transfer Case Control System (MI L Request),Powertrain,OBD-II Standard
P0801,Reverse Inhibit Control Circuit Malfunction,Powertrain,OBD-II Standard
P0802, Transmission Control System MIL Request Circuit/Open,Powertrain,OBD-II Standard
P0803,1-4 Upshift (Skip Shift) Solenoid Control Circuit Malfuncti on,Powertrain,OBD-II Standard
P0804,1-4 Upshift (Skip Shift) Lamp Control Circuit Malfunction,Powertrain,OBD-II Standard
P0805, Clutch Position Sensor Circui t,Powertrain,OBD-II Standard
P0806, Clutch Position Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0807, Clutch Position Sensor Circuit Low,Powertrain,OBD-II Standard
P0808, Clutch Position Sensor Circuit High,Powertrain,OBD-II Standard
P0809, Clutch Position Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P081,9 Up and Down Shift Switch to Transmission Range Correlation,Powertrain,OBD-II Standard
P0810, Clutch Position Control Error,Powertrain,OBD-II Standard
P0811, Excessive Clutch S lippage,Powertrain,OBD-II Standard
P0812, Reverse Input Circuit,Powertrain,OBD-II Standard
P0813, Reverse Output Circuit,Powertrain,OBD-II Standard
P0814, Transmission Range Display Circuit,Powertrain,OBD-II Standard
P0815, Upshift Switch Circuit,Powertrain,OBD-II Standard
P0816, Downshift Switch Circuit,Powertrain,OBD-II Standard
P0817, Starter Disable Circuit,Powertrain,OBD-II Standard
P0818, Driveline Disconnect Switch Input Circuit,Powertrain,OBD-II Standard
P0820, Gear Lever X -Y Position Sensor Circuit,Powertrain,OBD-II Standard
P0821, Gear Lever X Position Circuit,Powertrain,OBD-II Standard
P0822, Gear Lever Y Position Circuit,Powertrain,OBD-II Standard
P0823, Gear Lever X Position Circuit Intermittent,Powertrain,OBD-II Standard
P0824, Gear Lever Y Posit ion Circuit Intermittent,Powertrain,OBD-II Standard
P0825, Gear Lever Push -Pull Switch (Shift Anticipate),Powertrain,OBD-II Standard
P0826, Up and Down Shift Switch Circuit,Powertrain,OBD-II Standard
P0827, Up and Down Shift Switch Circuit Low,Powertrain,OBD-II Standard
P0828, Up and Down Shift Switch Circuit High,Powertrain,OBD-II Standard
P0829, 5-6 Shift,Powertrain,OBD-II Standard
P0830, Clutch Pedal Switch A Circuit,Powertrain,OBD-II Standard
P0831, Clutch Pedal Switch A Circuit Low,Powertrain,OBD-II Standard
P0832, Clutch Pedal Switch A Circuit High,Powertrain,OBD-II Standard
P0833, Clutch Pedal Switch B Circuit,Powertrain,OBD-II Standard
P0834, Clutch Pedal Switch B Circuit Low,Powertrain,OBD-II Standard
P0835, Clutch Pedal Switch B Circuit High,Powertrain,OBD-II Standard
P0836, Four Wheel Drive (4WD) Switc h Circuit,Powertrain,OBD-II Standard
P0837, Four Wheel Drive (4WD) Switch Circuit Range/Performance,Powertrain,OBD-II Standard
P0838, Four Wheel Drive (4WD) Switch Circuit Low,Powertrain,OBD-II Standard
P0839, Four Wheel Drive (4WD) Switch Circuit High,Powertrain,OBD-II Standard
P0840, Transmission Fluid Pressure Sensor/Switch A Circuit,Powertrain,OBD-II Standard
P0841, Transmission Flu id Pressure Sensor/Switch A Circuit Range/Performance,Powertrain,OBD-II Standard
P0842, Transmission Fluid Pressure Sensor/Switch A Circuit Low,Powertrain,OBD-II Standard
P0843, Transmission Fluid Pressure Sensor/Switch A Circuit High,Powertrain,OBD-II Standard
P0844, Transmission Fluid Pressure Sensor/Switch A Circuit Intermit tent,Powertrain,OBD-II Standard
P0845, Transmission Fluid Pressure Sensor/Switch B Circuit,Powertrain,OBD-II Standard
P0846, Transmission Fluid Pressure Sensor/Switch B Circuit Range/Performance,Powertrain,OBD-II Standard
P0847, Transmission Fluid Pressure Sensor/Switch B Circuit Low,Powertrain,OBD-II Standard
P0848, Transmission Fluid Pressure Sensor/Swit ch B Circuit High,Powertrain,OBD-II Standard
P0849, Transmission Fluid Pressure Sensor/Switch B Circuit Intermittent,Powertrain,OBD-II Standard
P0850, Park/Neutral Switch Input Circuit,Powertrain,OBD-II Standard
P0851, Park/Neutral Switch Input Circuit Low,Powertrain,OBD-II Standard
P0852, Park/Neutral Switch Input Circuit High,Powertrain,OBD-II Standard
P0853, Drive Switch Input Circ uit,Powertrain,OBD-II Standard
P0854, Drive Switch Input Circuit Low,Powertrain,OBD-II Standard
P0855, Drive Switch Input Circuit High,Powertrain,OBD-II Standard
P0856, Traction Control Input Signal,Powertrain,OBD-II Standard
P0857, Traction Control Input Signal Range/Performance,Powertrain,OBD-II Standard
P0858, Traction Control Input Signal Low,Powertrain,OBD-II Standard
P0859, Traction Control Input Signal High,Powertrain,OBD-II Standard
P0860, Gear Shift Module Communication Circuit,Powertrain,OBD-II Standard
P0861, Gear Shift Module Communication Circuit Low,Powertrain,OBD-II Standard
P0862, Gear Shift Module Communication Circuit High,Powertrain,OBD-II Standard
P0863, TCM Communication Circuit,Powertrain,OBD-II Standard
P0864, TCM Communication Circuit Range/Performance,Powertrain,OBD-II Standard
P0865, TCM Communicati on Circuit Low,Powertrain,OBD-II Standard
P0866, TCM Communication Circuit High,Powertrain,OBD-II Standard
P0867, Transmission Fluid Pressure,Powertrain,OBD-II Standard
P0868, Transmission Fluid Pressure Low,Powertrain,OBD-II Standard
P0869, Transmission Fluid Pressure High,Powertrain,OBD-II Standard
P0870, Transmission Fluid Pressure Sensor/Switch C Circuit,Powertrain,OBD-II Standard
P0871, Transmission Fluid Pr essure Sensor/Switch C Circuit Range/Performance,Powertrain,OBD-II Standard
P0872, Transmission Fluid Pressure Sensor/Switch C Circuit Low,Powertrain,OBD-II Standard
P0873, Transmission Fluid Pressure Sensor/Switch C Circuit High,Powertrain,OBD-II Standard
P0874, Transmission Fluid Pressure Sensor/Switch C Circuit Intermittent,Powertrain,OBD-II Standard
P0875, Transmission Fluid Pressure Sensor/Switch D Circuit,Powertrain,OBD-II Standard
P0876, Transmission Fluid Pressure Sensor/Switch D Circuit Range/Performance,Powertrain,OBD-II Standard
P0877, Transmission Fluid Pressure Sensor/Switch D Circuit Low,Powertrain,OBD-II Standard
P0878, Transmission Fluid Pressure Sensor/Switch D  Circuit High,Powertrain,OBD-II Standard
P0879, Transmission Fluid Pressure Sensor/Switch D Circuit Intermittent,Powertrain,OBD-II Standard
P0880, TCM Power Input Signal,Powertrain,OBD-II Standard
P0881, TCM Power Input Signal Range/Performance,Powertrain,OBD-II Standard
P0882, TCM Power Input Signal Low,Powertrain,OBD-II Standard
P0883, TCM Power Input Signal High,Powertrain,OBD-II Standard
P0884, TCM Power Inp ut Signal Intermittent,Powertrain,OBD-II Standard
P0885, TCM Power Relay Control Circuit/Open,Powertrain,OBD-II Standard
P0886, TCM Power Relay Control Circuit Low,Powertrain,OBD-II Standard
P0887, TCM Power Relay Control Circuit High,Powertrain,OBD-II Standard
P0888, TCM Power Relay Sense Circuit,Powertrain,OBD-II Standard
P0889, TCM Power Relay Sense Circuit Range/Performance,Powertrain,OBD-II Standard
P0890, TCM  Power Relay Sense Circuit Low,Powertrain,OBD-II Standard
P0891, TCM Power Relay Sense Circuit High,Powertrain,OBD-II Standard
P0892, TCM Power Relay Sense Circuit Intermittent,Powertrain,OBD-II Standard
P0893, Multiple Gears Engaged,Powertrain,OBD-II Standard
P0894, Transmission Component Slipping,Powertrain,OBD-II Standard
P0895, Shift Time Too Short,Powertrain,OBD-II Standard
P0896, Shift Time Too Long,Powertrain,OBD-II Standard
