Code,Description,Category,Source,Notes;
P1506,Idle Air Control Overspeed Error,Powertrain,OBD-II Standard,;
P1507,Idle Air Control Underspeed Error,Powertrain,OBD-II Standard,;
P1508,Idle Control System Circuit Open,Powertrain,OBD-II Standard,;
P1509,Idle Control System Ci rcuit Shorted,Powertrain,OBD-II Standard,;
P1510,Idle Signal Circuit Malfunction,Powertrain,OBD-II Standard,;
P1511,Idle Switch (Electric Control Throttle) Circuit Malfunction,Powertrain,OBD-II Standard,;
P1512,Intake Manifold Runner Control (Bank 1) Stuck Closed,Powertrain,OBD-II Standard,;
P1513,Intake Manifold Runner Control (Bank 2) Stuck Closed,Powertrain,OBD-II Standard,;
P1514,High Load Neutral/Drive Fault,Powertrain,OBD-II Standard,;
P1515,Electric Current Circuit Malfunction,Powertrain,OBD-II Standard,;
P1516,IMRC Input Error (Bank 1),Powertrain,OBD-II Standard,;
P1517,IMRC Input Error (Bank 2),Powertrain,OBD-II Standard,;
P1518,Intake Manifold Runner Control (Stuck Open),Powertrain,OBD-II Standard,;
P1519,Intake Manifold Runner Control (Stuck Closed),Powertrain,OBD-II Standard,;
P1520,Intake Manifold Runner Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P1521,Variable Intake Solenoid #1 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1522,Variable Intake Solenoid #2 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1523,IVC Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1524,Variable Intake Solenoid System,Powertrain,OBD-II Standard,;
P1525,Air Bypass Valve System,Powertrain,OBD-II Standard,;
P1526,Air Bypass System,Powertrain,OBD-II Standard,;
P1527,Accelerate Warmup Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1528,Subsidiary Throttle Valve Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1529,SCAIR Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1530,A/C Clutch Circuit Malf unction,Powertrain,OBD-II Standard,;
P1531,Invalid Test -Accelerator Pedal Movement,Powertrain,OBD-II Standard,;
"P1532,""IMCC Circuit Malfunction, Bank B"",Powertrain,OBD-II Standard,";
P1533,AAI Circuit Malfunction,Powertrain,OBD-II Standard,;
P1534,Inertia Switch Activated,Powertrain,OBD-II Standard,;
P1535,Blower Fan Speed Circuit Range/Performance,Powertrain,OBD-II Standard,;
P1536,Parking Brake Switch Circui t Failure,Powertrain,OBD-II Standard,;
P1537,Intake Manifold Runner Control (Bank 1) Stuck Open,Powertrain,OBD-II Standard,;
P1538,Intake Manifold Runner Control (Bank 2) Stuck Open,Powertrain,OBD-II Standard,;
P1539,Power To A/C Clutch Circuit Overcurrent,Powertrain,OBD-II Standard,;
P1540,Air Bypass Valve Circuit Malfunction,Powertrain,OBD-II Standard,;
"P1549,""IMCC Circuit Malfuncti on, Bank B"",Powertrain,OBD-II Standard,";
P1550,PSPS Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1565,Speed Control Command Switch Out of Range High,Powertrain,OBD-II Standard,;
P1566,Speed Control Command Switch Out of Range Low,Powertrain,OBD-II Standard,;
P1567,Speed Control Output Circuit Continuity,Powertrain,OBD-II Standard,;
P1568,Speed Control Unable to Hold Speed,Powertrain,OBD-II Standard,;
P1571,Brake Switch Malfunction,Powertrain,OBD-II Standard,;
P1572,Brake Pedal Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1573,Throttle Position Not Available,Powertrain,OBD-II Standard,;
P1574,Throttle Position Sensor Disagreement btwn Sensors,Powertrain,OBD-II Standard,;
P1575,Pedal Position Out of Self Test Range,Powertrain,OBD-II Standard,;
P1576,Pedal Position Not Av ailable,Powertrain,OBD-II Standard,;
P1577,Pedal Position Sensor Disagreement btwn Sensors,Powertrain,OBD-II Standard,;
P1578,ETC Power Less Than Demand,Powertrain,OBD-II Standard,;
P1579,ETC In Power Limiting Mode,Powertrain,OBD-II Standard,;
P1580,Electronic Throttle Monitor PCM Override,Powertrain,OBD-II Standard,;
P1581,Electronic Throttle Monitor Malfunction,Powertrain,OBD-II Standard,;
P1582,Electronic Throttle Monitor Data Available,Powertrain,OBD-II Standard,;
P1583,Electronic Throttle Monitor Cruise Disable,Powertrain,OBD-II Standard,;
P1584,TCU Detected IPE Circuit Malfunction,Powertrain,OBD-II Standard,;
P1585,Throttle Control Unit Malfunction,Powertrain,OBD-II Standard,;
P1586,Throttle Control Unit Throttle Position Malfunction,Powertrain,OBD-II Standard,;
P1587,Throttle Cont rol Unit Modulated Command Malfunction,Powertrain,OBD-II Standard,;
P1588,Throttle Control Unit Detected Loss of Return Spring,Powertrain,OBD-II Standard,;
P1589,TCU Unable To Control Desired Throttle Angle,Powertrain,OBD-II Standard,;
P1600,Loss of KAM Power;
P1601,ECM/TCM Serial Communication Error,Powertrain,OBD-II Standard,;
P1602,Immobil izer/ECM Communication Error,Powertrain,OBD-II Standard,;
P1603,EEPROM Malfunction,Powertrain,OBD-II Standard,;
P1604,Code Word Unregestered,Powertrain,OBD-II Standard,;
P1605,Keep Alive Memory Test Failure,Powertrain,OBD-II Standard,;
P1606,ECM Control Relay O/P Circuit Malfunction,Powertrain,OBD-II Standard,;
P1607,MIL O/P Circuit Malfunction,Powertrain,OBD-II Standard,;
P1608,Internal ECM Malfunction,Powertrain,OBD-II Standard,;
P1609,Diagnostic Lamp Driver Fault,Powertrain,OBD-II Standard,;
P1610,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1611,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1612,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1613,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1614,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1615,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1616,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1617,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1618,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1619,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1620,SBDS Interactive Codes,Powertrain,OBD-II Standard,;
P1621,Control Module Long Term Memory Performance/ Immobilizer,Powertrain,OBD-II Standard,;
P1622,Immobilizer ID Does Not Matc h,Powertrain,OBD-II Standard,;
P1623,Immobilizer Code Word/ID Number Write Failure,Powertrain,OBD-II Standard,;
P1624,Anti Theft System,Powertrain,OBD-II Standard,;
P1625,B+ Supply To VCRM Fan Circuit Malfunction,Powertrain,OBD-II Standard,;
P1626,Theft Deterrent Fuel Enable Signal Not Received/ B+ Supply,Powertrain,OBD-II Standard,;
P1627,Module Suppl y Voltage Out Of Range,Powertrain,OBD-II Standard,;
P1628,Module Ignition Supply Input Malfunction,Powertrain,OBD-II Standard,;
P1629,Internal Voltage Regulator Malfunction,Powertrain,OBD-II Standard,;
P1630,Internal Vref Malfunction,Powertrain,OBD-II Standard,;
P1631,Theft Deterrent Start Enable Signal Not Correct/ Main Relay,Powertrain,OBD-II Standard,;
P1632,Smart Alternator Faults Sensor/Circuit Malfunction,Powertrain,OBD-II Standard,;
P1633,KAM Voltage Too Low,Powertrain,OBD-II Standard,;
P1634,Data Output Link Circuit Failure,Powertrain,OBD-II Standard,;
P1635,Tire / Axle Ratio Out of Acceptable Range,Powertrain,OBD-II Standard,;
P1636,Inductive Signature Chip Communication Error,Powertrain,OBD-II Standard,;
P1637,Can Link ECM/ABSC M Circuit / Network Malfunction,Powertrain,OBD-II Standard,;
P1638,Can Link ECM/INSTM Circuit / Network Malfunction,Powertrain,OBD-II Standard,;
P1639,Vehicle ID Block Corrupted or Not Programmed,Powertrain,OBD-II Standard,;
P1640,Powertrain DTCs Available in Another Module,Powertrain,OBD-II Standard,;
P1641,Fuel Pump Primary Circuit Failure,Powertrain,OBD-II Standard,;
P1642,Fuel Pu mp Monitor Circuit High Input,Powertrain,OBD-II Standard,;
P1643,Fuel Pump Monitor Circuit Low Input,Powertrain,OBD-II Standard,;
P1644,Fuel Pump Speed Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P1645,Fuel Pump Resistor Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1650,PSP Switch Out of Self Test Range,Powertrain,OBD-II Standard,;
P1651,PSP Switch Input Malf unction,Powertrain,OBD-II Standard,;
P1652,IAC Monitor Disabled by PSP Switch Failed On,Powertrain,OBD-II Standard,;
P1653,Power Steering Output Circuit Malfunction,Powertrain,OBD-II Standard,;
P1654,Recirculation Override Circuit Malfunction,Powertrain,OBD-II Standard,;
P1655,Starter Disable Circuit Malfunction,Powertrain,OBD-II Standard,;
P1660,Output Circuit Check Signal High,Powertrain,OBD-II Standard,;
P1661,Output Circuit Check Signal Low,Powertrain,OBD-II Standard,;
P1662,IDM_EN Circuit Failure,Powertrain,OBD-II Standard,;
P1663,Fuel Demand Command Signal Circuit Malfunction,Powertrain,OBD-II Standard,;
P1667,CI Circuit Malfunction,Powertrain,OBD-II Standard,;
P1668,PCM-IDM Communications Error,Powertrain,OBD-II Standard,;
P1670,Electronic Feedback Signal Not Detected,Powertrain,OBD-II Standard,;
P1680,Metering Oil Pump Malfunction,Powertrain,OBD-II Standard,;
P1681,Metering Oil Pump Malfunction,Powertrain,OBD-II Standard,;
P1682,Metering Oil Pump Malfunction,Powertrain,OBD-II Standard,;
P1683,Metering Oil Pump Temperature Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1684,Metering Oil Pump Position Sensor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1685,Metering Oi l Pump Stepping Motor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1686,Metering Oil Pump Stepping Motor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1687,Metering Oil Pump Stepping Motor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1688,Metering Oil Pump Stepping Motor Circuit Malfunction,Powertrain,OBD-II Standard,;
P1689,Oil Pressure Contro l Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1690,Wastegate Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1691,Turbo Pressure Control Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1692,Turbo Control Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1693,Turbo Charge Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P1694,Turbo Charge Relief Circuit Malfunction,Powertrain,OBD-II Standard,;
P1700,Transmission Indeterminate Failure (Failed to Neutral),Powertrain,OBD-II Standard,;
P1701,Reverse Engagement Error,Powertrain,OBD-II Standard,;
P1702,TRS Circuit Intermittent Malfunction,Powertrain,OBD-II Standard,;
P1703,Brake Switch Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1704,Digital TRS Failed to T ransition States in KOEO / KOER,Powertrain,OBD-II Standard,;
P1705,Not in P or N During KOEO / KOER,Powertrain,OBD-II Standard,;
P1706,High Vehicle Speed Observed in Park,Powertrain,OBD-II Standard,;
P1707,Transfer Case Neutral Indicator Hard Fault Present,Powertrain,OBD-II Standard,;
P1708,Clutch Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1709,PNP Switch Out Of Self Te st Range,Powertrain,OBD-II Standard,;
P1711,TFT Sensor Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1712,Trans Torque Reduction Request Signal Malfunction,Powertrain,OBD-II Standard,;
P1713,TFT Sensor In Range Failure Low Value,Powertrain,OBD-II Standard,;
P1714,SSA Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1715,SSB Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1716,SSC Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1717,SSD Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1718,TFT Sensor In Range Failure High,Powertrain,OBD-II Standard,;
P1720,Vehicle Speed (Meter) Circuit Malfunction,Powertrain,OBD-II Standard,;
P1721,Gear 1 Incorrect Ratio,Powertrain,OBD-II Standard,;
P1722,Gear 2 Incorrect Ratio,Powertrain,OBD-II Standard,;
P1723,Gear 3 i ncorrect Ratio,Powertrain,OBD-II Standard,;
P1724,Gear 4 Incorrect Ratio,Powertrain,OBD-II Standard,;
P1725,Insufficient Engine Speed Increase During Self Test,Powertrain,OBD-II Standard,;
P1726,Insufficient Engine Speed Decrease During Self Test,Powertrain,OBD-II Standard,;
P1727,Coast Clutch Solenoid Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1728,Transmission Sl ip Error,Powertrain,OBD-II Standard,;
P1729,4x4 Low Switch Error,Powertrain,OBD-II Standard,;
"P1730,""Gear Control Malfunction 2,3,5"",Powertrain,OBD-II Standard,";
P1731,1-2 Shift Malfunction,Powertrain,OBD-II Standard,;
P1732,2-3 Shift Malfunction,Powertrain,OBD-II Standard,;
P1733,3-4 Shift Malfunction,Powertrain,OBD-II Standard,;
P1734,Gear Control Malfunction,Powertrain,OBD-II Standard,;
P1735,First Gear Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1736,Second Gear Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1737,Lockup Solenoid System,Powertrain,OBD-II Standard,;
P1738,Shift Time Error,Powertrain,OBD-II Standard,;
P1739,Slip Solenoid System,Powertrain,OBD-II Standard,;
P1740,Torque Converter Clutch Inductive Signature Malfunction,Powertrain,OBD-II Standard,;
P1741,Torque Converter Clutch Control Error,Powertrain,OBD-II Standard,;
P1742,Torque Converter Clutch Solenoid Failed On,Powertrain,OBD-II Standard,;
P1743,Torque Converter Clutch Solenoid Failied On,Powertrain,OBD-II Standard,;
P1744,Torque Converter Clutch System Performance,Powertrain,OBD-II Standard,;
P1745,Line Pressure Solenoid System,Powertrain,OBD-II Standard,;
P1746,Pressure Control Solenoid A Open Circuit,Powertrain,OBD-II Standard,;
P1747,Pressure C ontrol Solenoid A Short Circuit,Powertrain,OBD-II Standard,;
P1748,EPC Malfunction,Powertrain,OBD-II Standard,;
P1749,Pressure Control Solenoid Failed Low,Powertrain,OBD-II Standard,;
P1751,Shift Solenoid A Performance,Powertrain,OBD-II Standard,;
P1754,Coast Clutch Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1755,Intermediate Speed Sensor (ISS) Malfunction,Powertrain,OBD-II Standard,;
P1756,Shift Solenoid B Performance,Powertrain,OBD-II Standard,;
P1760,Pressure Control Solenoid A Short Circuit,Powertrain,OBD-II Standard,;
P1761,Shift Solenoid C Performance,Powertrain,OBD-II Standard,;
P1762,Overdrive Band Failed Off,Powertrain,OBD-II Standard,;
P1765,Timing Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1767,Torque Converter Clutch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1768,Performance / Normal / Winter Mode Input Malfunction,Powertrain,OBD-II Standard,;
P1769,AG4 Transmission Torque Modulation Fault,Powertrain,OBD-II Standard,;
P1770,Clutch Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1775,Transmission System MIL Fault,Powertrain,OBD-II Standard,;
P1776,Ignition Retard Request Duration Fault,Powertrain,OBD-II Standard,;
P1777,Ignition Retard Request Circuit Fault,Powertrain,OBD-II Standard,;
P1778,Transmission Reverse I/P Circuit Malfunction,Powertrain,OBD-II Standard,;
P1779,TCIL Circuit Malfunction,Powertrain,OBD-II Standard,;
P1780,Trans Control Switch (O/D Cancel) Out of Self Test Range,Powertrain,OBD-II Standard,;
P1781,4X4 Switch Out of Self Test Range,Powertrain,OBD-II Standard,;
P1782,P/ES Circuit Out O f Self Test Range,Powertrain,OBD-II Standard,;
P1783,Transmission Overtemperature Condition,Powertrain,OBD-II Standard,;
P1784,Transmission Mechanical Failure -First And Reverse,Powertrain,OBD-II Standard,;
P1785,Transmission Mechanical Failure -First And Second,Powertrain,OBD-II Standard,;
P1786,3-2 Downshift Error,Powertrain,OBD-II Standard,;
P1787,2-1 Downshift Error,Powertrain,OBD-II Standard,;
P1788,Pressure Control Solenoid B Open Circuit,Powertrain,OBD-II Standard,;
P1789,Pressure Control Solenoid B Short Circuit,Powertrain,OBD-II Standard,;
P1790,TP (Mechanical) Circuit Malfunction,Powertrain,OBD-II Standard,;
P1791,TP (Electric) Circuit Malfunction,Powertrain,OBD-II Standard,;
P1792,Barometer Pressure Circuit Malfunction,Powertrain,OBD-II Standard,;
P1793,Intake Air Volume Circuit Malfunction,Powertrain,OBD-II Standard,;
P1794,Battery Voltage Circuit Malfunction,Powertrain,OBD-II Standard,;
P1795,Idle Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1796,Kick Down Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1797,Neutral Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1798,Coolant Temperature Circuit Malfunction,Powertrain,OBD-II Standard,;
P1799,Hold Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1800,Transmission Clutch Interlock Safety Switch Circuit Failure,Powertrain,OBD-II Standard,;
P1801,Transmission Clutch Interlock Safety Switch Open Circuit,Powertrain,OBD-II Standard,;
P1802,Transmission Clutch Interlock Safety Switch Short Circuit To,Powertrain,OBD-II Standard,;
P1803,Transmission Clutch Interlock Safety Switch Short Circuit To,Powertrain,OBD-II Standard,;
P1804,Transmission 4 -Wheel Drive High Indicator Circuit Failure,Powertrain,OBD-II Standard,;
P1805,Transmission 4 -Wheel Drive High Indicator Open Circuit,Powertrain,OBD-II Standard,;
P1806,Transmission 4 -Wheel Drive High Indicator Short Cir cuit To,Powertrain,OBD-II Standard,;
P1807,Transmission 4 -Wheel Drive High Indicator Short Circuit To,Powertrain,OBD-II Standard,;
P1808,Transmission 4 -Wheel Drive Low Indicator Circuit Failure,Powertrain,OBD-II Standard,;
P1809,Transmission 4 -Wheel Drive Low Indicator Open Circuit,Powertrain,OBD-II Standard,;
P1810,TFP Valve Position Switch C ircuit/ Transmission 4 -Wheel Drive,Powertrain,OBD-II Standard,;
P1811,Transmission 4 -Wheel Drive Low Indicator Short Circuit To,Powertrain,OBD-II Standard,;
P1812,Transmission 4 -Wheel Drive Mode Select Circuit Failure,Powertrain,OBD-II Standard,;
P1813,Transmission 4 -Wheel Drive Mode Sel ect Open Circuit,Powertrain,OBD-II Standard,;
P1814,Transmission 4 -Wheel Drive Mode Select Short Circuit To,Powertrain,OBD-II Standard,;
P1815,Transmission 4 -Wheel Drive Mode Select Short Circuit To,Powertrain,OBD-II Standard,;
P1816,Transmission Neutral Safety Switch Circuit Failure,Powertrain,OBD-II Standard,;
P1817,Transmission Neutral Safe ty Switch Open Circuit,Powertrain,OBD-II Standard,;
P1818,Transmission Neutral Safety Switch Short Circuit To Battery,Powertrain,OBD-II Standard,;
P1819,Transmission Neutral Safety Switch Short Circuit To Ground,Powertrain,OBD-II Standard,;
P1820,Transmission Transfer Case Clockwise Shift Relay Coil Circuit,Powertrain,OBD-II Standard,;
P1821,Transmis sion Transfer Case Clockwise Shift Relay Coil Open,Powertrain,OBD-II Standard,;
P1822,Transmission Transfer Case Clockwise Shift Relay Coil Short,Powertrain,OBD-II Standard,;
P1823,Transmission Transfer Case Clockwise Shift Relay Coil Short,Powertrain,OBD-II Standard,;
P1824,Transmission 4-Wheel Drive Clutch Relay Circuit Failure,Powertrain,OBD-II Standard,;
P1825,Transmission 4 -Wheel Drive Clutch Relay Open Circuit,Powertrain,OBD-II Standard,;
P1826,Transmission 4 -Wheel Drive Low Clutch Relay Circuit To,Powertrain,OBD-II Standard,;
P1827,Transmission 4 -Wheel Drive Low Clutch Relay Circuit To,Powertrain,OBD-II Standard,;
P1828,Transmission Transfer Case Counter Clockwise Shift Relay Coil,Powertrain,OBD-II Standard,;
P1829,Transmission Transfer Case Counter Clockwise Shift Relay Coil,Powertrain,OBD-II Standard,;
P1830,Transmission Transfer Case Counter Clockwise Shift Relay Coil,Powertrain,OBD-II Standard,;
P1831,Transmission Transfer Case Counter Clockwise Shift Relay Coil,Powertrain,OBD-II Standard,;
P1832,Transmission Transfer Case Differential Lock -Up Solenoid,Powertrain,OBD-II Standard,;
P1833,Transmission Transfer Case Differential Lock -Up Solenoid Open,Powertrain,OBD-II Standard,;
P1834,Transmission Transfer Case Differential Lock -Up Solenoid Short,Powertrain,OBD-II Standard,;
P1835,Transmission Transfer Case Differential Lock -Up Solenoid Short,Powertrain,OBD-II Standard,;
P1836,Transmission Transfer Case Front Shaft Speed Sensor Circuit,Powertrain,OBD-II Standard,;
P1837,Transmission Transfer Case Rear Shaft Speed Sensor Circuit,Powertrain,OBD-II Standard,;
P1838,Transmission Transfer Case Shift Motor Circuit Failure,Powertrain,OBD-II Standard,;
P1839,Transmission Transfer Case Shift Motor Open Circuit,Powertrain,OBD-II Standard,;
P1840,Transmission Transfer Case Shift Motor Sh ort Circuit To Battery,Powertrain,OBD-II Standard,;
P1841,Transmission Transfer Case Shift Motor Short Circuit To,Powertrain,OBD-II Standard,;
P1842,Transmission Transfer Case Differential Lock -Up Feedback,Powertrain,OBD-II Standard,;
P1843,Transmission Transfer Case Differential Lock -Up Feedback,Powertrain,OBD-II Standard,;
P1844,Transmission Transfer Case Differential Lock -Up Feedback,Powertrain,OBD-II Standard,;
P1845,Transmission Transfer Case Differential Lock -Up Feedback,Powertrain,OBD-II Standard,;
P1846,Transmission Transfer Case Contact Pla te 'A' Circuit Failure,Powertrain,OBD-II Standard,;
P1847,Transmission Transfer Case Contact Plate 'A' Open Circuit,Powertrain,OBD-II Standard,;
P1848,Transmission Transfer Case Contact Plate 'A' Short Circuit To,Powertrain,OBD-II Standard,;
P1849,Transmission Transfer Case Contact Plate 'A' Short Circuit To,Powertrain,OBD-II Standard,;
P1850,Transmission Transfer Case Contact Plate 'B' Circuit Failure,Powertrain,OBD-II Standard,;
P1851,Transmission Transfer Case Contact Plate 'B' Open Circuit,Powertrain,OBD-II Standard,;
P1852,Transmission Transfer Case Contact Plate 'B' Short Circuit To,Powertrain,OBD-II Standard,;
P1853,Transmission Transfer Case Contact Plate 'B' Short Circuit To,Powertrain,OBD-II Standard,;
P1854,Transmission Transfer Case Contact Plate 'C' Circuit Failure,Powertrain,OBD-II Standard,;
P1855,Transmission Transfer Case Contact Plate 'C' Open Circuit,Powertrain,OBD-II Standard,;
P1856,Transmission Transfer Case Contact Plate 'C' Short Circuit To,Powertrain,OBD-II Standard,;
P1857,Transmission Transfer Case Contact Plate 'C' Short Circuit To,Powertrain,OBD-II Standard,;
P1858,Transmission Transfer Case Contact Plate 'D' Circuit Failure,Powertrain,OBD-II Standard,;
P1859,Transmission Transfer Case Contact Plate 'D' Open Circuit,Powertrain,OBD-II Standard,;
P1860,TCC PWM Solenoid Circuit Electrical/ Transm ission Transfer,Powertrain,OBD-II Standard,;
P1861,Transmission Transfer Case Contact Plate 'D' Short Circuit To,Powertrain,OBD-II Standard,;
P1862,Transmission Transfer Case Contact Plate Power Circuit Failure,Powertrain,OBD-II Standard,;
P1863,Transmission Transfer Case Contac t Plate Power Open Circuit,Powertrain,OBD-II Standard,;
P1864,Transmission Transfer Case Contact Plate Power Short To,Powertrain,OBD-II Standard,;
P1865,Transmission Transfer Case Contact Plate Power Short To,Powertrain,OBD-II Standard,;
P1866,Transmission Transfer Case System Concern -Servicing,Powertrain,OBD-II Standard,;
P1867,Transmission Transfer Case Contact Plate General Circuit,Powertrain,OBD-II Standard,;
P1868,Transmission Automatic 4 -Wheel Drive Indicator (Lamp) Circuit,Powertrain,OBD-II Standard,;
P1869,Transmission Automatic 4 -Wheel Drive Indicator (Lamp) Circuit,Powertrain,OBD-II Standard,;
P1870,Transmission Compo nent Slipping/ Transmission Mechanical,Powertrain,OBD-II Standard,;
P1871,Transmission Mechanical Transfer Case 4x4 Switch Circuit,Powertrain,OBD-II Standard,;
P1872,Transmission Mechanical 4 -Wheel Drive Axle Lock Lamp Circuit,Powertrain,OBD-II Standard,;
P1873,Transm ission Mechanical 4 -Wheel Drive Axle Lock Lamp Circuit,Powertrain,OBD-II Standard,;
P1874,Transmission Automatic Hall Effect Sensor Power Circuit Failure,Powertrain,OBD-II Standard,;
P1875,Transmission Automatic Hall Effect Sensor Power Circuit Short,Powertrain,OBD-II Standard,;
P1876,Transmission Transfer Case 2 -Wheel Drive Solenoid Circuit,Powertrain,OBD-II Standard,;
P1877,Transmission Transfer Case 2 -Wheel Drive Solenoid Circuit,Powertrain,OBD-II Standard,;
P1878,Transmission Transfer Case Disengaged Solenoid Circuit Failure,Powertrain,OBD-II Standard,;
P1879,Transmiss ion Transfer Case Disengaged Solenoid Open Circuit,Powertrain,OBD-II Standard,;
P1880,Transmission Transfer Case Disengaged Solenoid Short to,Powertrain,OBD-II Standard,;
"P1881,""Engine Coolant Level Switch Circuit Failure, GEM"",Powertrain,OBD-II Standard,";
P1882,Engine Coolant Level Switch Circuit Short to Ground,Powertrain,OBD-II Standard,;
"P1883,""Engine Coolant Level Switch Circuit Failure, GEM"",Powertrain,OBD-II Standard,";
P1884,Engine Coolant Level Lamp Circuit Short to Ground,Powertrain,OBD-II Standard,;
P1885,Transmission Transfer Case Disengaged Solenoid Short to,Powertrain,OBD-II Standard,;
P1886,4X4 Initialization Failure,Powertrain,OBD-II Standard,;
P1890,Transmission 4WD Mode Select Return Input Circuit Failure,Powertrain,OBD-II Standard,;
P1891,Transmission Transfer Case Contact Plate Ground Return Open,Powertrain,OBD-II Standard,;
P1900,OSS Circuit Intermittent Malfunction,Powertrain,OBD-II Standard,;
P1901,TSS Circuit Intermittent Malfunction,Powertrain,OBD-II Standard,;
P1902,Pressure Control Solenoid B Intermittent Short,Powertrain,OBD-II Standard,;
P1903,Pressure Control Solenoid C Short Circuit,Powertrain,OBD-II Standard,;
P1904,Pressure Control Solenoid C Open Circuit,Powertrain,OBD-II Standard,;
P1905,Pressure Control Solenoid C Intermittent Short,Powertrain,OBD-II Standard,;
P1906,Kickdown Pull Relay Open or Short Circuit to Ground,Powertrain,OBD-II Standard,;
P1907,Kickdown Hold Relay Open or S hort Circuit to Ground,Powertrain,OBD-II Standard,;
P1908,Transmission Pressure Circuit Solenoid Open or Short to,Powertrain,OBD-II Standard,;
P1909,Trans Temp Sensor Circuit Open or Shorted to Pwr or Gnd,Powertrain,OBD-II Standard,;
P1910,VFS A Pressure Output Failed Low,Powertrain,OBD-II Standard,;
P1911,VFS B Pressure Output Failed Low,Powertrain,OBD-II Standard,;
P1912,VFSC Pressure Output Failed Low,Powertrain,OBD-II Standard,;
P1913,Pressure Switch A Circuit Malfunction,Powertrain,OBD-II Standard,;
P1914,Manually Shifted Automatic (MSA) Sw Circuit Malf,Powertrain,OBD-II Standard,;
P1915,Reverse Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1916,High Clutch Drum Speed Sensor Malfunction,Powertrain,OBD-II Standard,;
P1917,High Clutch Drum Speed Sensor Intermittent,Powertrain,OBD-II Standard,;
P1918,Transmission Range Display Circuit Malfunction,Powertrain,OBD-II Standard,;
P2000, NOx Trap Efficiency Below Threshold,Powertrain,OBD-II Standard,;
P2001, NOx Trap Efficiency Below Threshold,Powertrain,OBD-II Standard,;
P2002, Particulate Trap Efficiency Below Threshold,Powertrain,OBD-II Standard,;
P2003,Particulate Trap Efficiency Below Threshold,Powertrain,OBD-II Standard,;
P2004, Intake Manifold Runner Control Stuck Open,Powertrain,OBD-II Standard,;
P2005, Intake Manifold Runner Control Stuck Open,Powertrain,OBD-II Standard,;
P2006, Intake Manifold Runner Control Stuck Closed,Powertrain,OBD-II Standard,;
P2007, Intake Manifold Runner Control Stuck Closed,Powertrain,OBD-II Standard,;
P2008, Intake Manifold Runner Control Circuit/Open,Powertrain,OBD-II Standard,;
P2009, Intake Manifold Runner Control Circuit Low,Powertrain,OBD-II Standard,;
P2010, Intake Manifold Runner Control Circuit High,Powertrain,OBD-II Standard,;
